accx,accy,accz,gyrx,gyry,gyrz
1.0508,-1.2616,1.1344,81.2988,-159.3628,25.5737
0.8618,-0.8394,1.6082,105.0415,-66.8945,129.8218
0.7557,-0.2963,1.8821,31.5552,95.52,150.6348
0.4531,-0.0425,1.2402,-18.6768,287.2314,140.1978
0.1176,0.3065,0.3475,-107.2998,265.3198,85.144
-0.0159,0.191,-0.1545,-176.1475,70.1904,41.8091
-0.0685,-0.2539,-0.4725,-108.7646,-274.0479,-78.064
1.0413,-1.4047,1.0524,91.8579,-366.9434,-92.3462
0.8341,-1.2959,1.0378,136.9019,-159.3628,46.814
0.7972,-0.764,1.8403,55.3589,1.1597,151.1841
0.4872,-0.2471,1.3939,-52.4902,245.1172,160.7666
0.2467,0.1051,0.5913,-107.2998,283.2031,130.6763
-0.036,0.3049,-0.0959,-155.3955,104.126,64.5142
-0.0215,0.0144,-0.3678,-152.0996,-131.4697,-46.5698
0.3171,-1.5259,-0.0879,45.2271,-417.3584,-210.144
1.1938,-1.4476,1.2446,88.623,-267.1509,-23.4985
0.9336,-0.8895,1.8936,117.4316,-39.3066,128.418
0.6962,-0.1881,1.8534,78.7354,206.665,142.4561
0.328,0.2012,0.9131,-46.3257,287.2314,162.2925
0.0417,0.2184,0.0626,-66.9556,223.0835,47.9736
-0.338,0.1249,-0.6444,-160.6445,-85.2661,48.8281
-0.0093,-1.0815,0.0278,-21.9727,-509.5215,-183.6548
1.1339,-1.5209,1.3101,100.5249,-255.127,9.7656
0.8949,-0.7838,2.0892,84.2285,-74.8901,148.6816
0.538,-0.314,1.7054,9.8877,196.9604,136.8408
0.4104,-0.0634,0.92,-78.186,259.4604,120.7275
-0.0898,0.2881,-0.0093,-99.9146,209.8999,52.9785
-0.172,0.0535,-0.483,-155.0293,-78.3691,51.3306
0.6724,-0.6212,0.2129,3.2349,-301.0864,-105.3467
1.3953,-1.2329,0.7344,111.8774,-181.5186,26.3672
1.307,-0.4875,1.7809,-5.9814,-95.8252,130.127
0.8289,0.2289,1.7461,-2.3804,197.4487,106.4453
0.2573,0.3615,0.735,-59.8145,285.0342,56.5796
-0.0709,0.4886,0.0372,-83.5571,155.0903,17.8223
-0.351,0.0569,-0.6194,-133.2397,-137.3291,-40.7104
0.0131,-1.5154,0.1255,105.7129,-480.7129,-212.3413
1.2346,-1.267,1.5682,119.9341,-156.189,33.7524
0.9156,-0.7661,2.145,2.5024,33.9355,125.8545
0.5176,-0.0538,1.6036,-21.3623,231.9336,125.6714
0.0032,0.2806,0.4944,-69.7021,303.772,102.7222
-0.0813,0.3073,-0.1045,-135.5591,104.0039,71.228
-0.2617,-0.0956,-0.5471,-81.2988,-254.6997,-114.4409
1.1686,-1.6185,1.1077,156.4941,-354.3701,-94.4824
1.0249,-1.4696,0.8781,131.2256,-140.0146,65.8569
0.9528,-0.6216,1.8625,21.7896,58.7769,154.7852
0.6326,-0.1931,1.4297,-73.7305,257.5684,154.541
0.1687,0.1918,0.4526,-103.9429,244.6289,109.2529
-0.1891,0.2957,-0.3253,-218.0176,-1.6479,92.5293
-0.2595,-0.2881,-0.5438,-21.3013,-376.709,-107.4829
0.8845,-1.3049,1.1298,139.7705,-338.0737,-56.0303
0.8521,-1.0039,1.4137,168.2129,-42.0532,69.2749
0.7866,-0.8088,1.7931,30.1514,88.562,150.6958
0.5243,-0.2238,1.4475,-65.7959,264.7705,171.875
0.146,0.2197,0.6783,-94.1162,288.208,111.2061
-0.1873,0.4087,-0.0009,-196.106,64.3311,76.2939
-0.348,0.0227,-0.5156,-151.4282,-243.9575,-68.9087
1.1986,-1.8854,1.0555,127.9297,-412.1704,-173.4009
0.9539,-1.2417,1.2634,229.3091,-166.1377,60.8521
0.8875,-1.3176,1.5674,109.8633,5.4321,146.1182
0.613,-0.2617,1.5565,67.3828,142.9443,189.0259
0.3601,0.1138,1.0151,-82.3975,237.0605,153.2593
-0.0483,0.1427,0.0649,-211.2427,187.3779,122.9858
-0.3317,0.0826,-0.5779,-187.1338,-74.0967,13.3667
-0.2147,-0.7898,-0.0156,34.3628,-511.7187,-234.7412
1.1252,-1.5958,1.5541,101.3184,-234.8633,-10.9253
0.7014,-1.1481,1.8096,117.6147,-99.0601,143.9819
0.4092,-0.51,1.7045,67.8711,111.8774,204.6509
0.2579,-0.0314,1.2617,-42.9688,292.7246,183.6548
0.1094,0.0953,0.4349,-123.7793,255.5542,123.8403
-0.4633,0.3669,-0.4226,-174.9878,33.2642,56.1523
-0.4507,-0.7184,-0.6179,-134.7046,-413.3911,-192.3828
1.0649,-1.5959,1.3529,63.2935,-289.5508,-56.7627
0.7781,-1.4165,1.4305,157.6538,-95.7642,136.2305
0.6121,-0.7476,2.0872,10.0708,13.4888,198.6694
0.2872,-0.1335,1.505,-7.2021,284.3018,199.2187
0.0802,0.2001,0.8141,-81.1768,310.4248,169.3726
-0.1743,0.2639,-0.0425,-133.2397,145.2637,127.6245
-0.3199,0.1526,-0.62,-171.6919,-184.2651,-51.2695
-0.2205,-1.4369,0.0806,106.1401,-540.5273,-355.4077
1.134,-1.9055,1.5721,109.2529,-168.396,28.3203
0.6187,-1.0609,2.0424,145.874,-70.7397,155.7617
0.4246,-0.4528,1.6582,16.7236,195.3125,187.0117
0.1853,-0.1322,0.9706,-112.3657,307.6172,164.978
-0.1891,0.1693,-0.0121,-232.0557,162.5366,118.8965
-0.2346,-0.1387,-0.6014,-152.71,-272.0947,-72.0825
0.694,-1.6132,1.1281,100.0366,-461.792,-142.1509
0.7249,-1.3955,1.2931,127.5635,-163.3911,59.3872
0.5491,-1.0298,1.8042,48.4009,26.6724,186.2793
0.4268,-0.4806,1.7314,24.7803,219.1772,229.3091
0.157,0.3184,1.0698,-87.6465,298.2788,147.2778
-0.3373,0.3129,-0.0094,-217.7734,146.1182,96.8628
-0.2584,-0.0537,-0.4143,-194.0308,-247.3145,-63.9648
0.7582,-1.2949,0.6694,82.5806,-336.1206,-173.0957
1.1642,-1.5596,1.1227,208.5571,-147.0947,-4.9438
0.8927,-1.123,1.434,50.0488,-38.147,162.2925
0.6102,-0.3109,1.3751,9.0332,184.6313,194.0918
0.2522,0.1117,0.6973,-92.8345,267.5171,139.2212
0.0753,0.3083,0.1177,-158.5693,102.356,99.1211
-0.2418,0.2023,-0.5132,-158.2642,-47.3633,-45.7153
0.6941,-1.1793,0.1553,45.9595,-370.1782,-140.1367
1.0665,-1.432,1.0598,133.3618,-311.1572,-18.6157
1.0902,-0.6794,2.2378,66.04,-23.4375,148.5596
0.4558,-0.2997,1.3855,12.5732,282.8979,188.7817
0.0735,0.2476,0.5332,-92.5903,266.6626,135.498
-0.1981,0.3384,-0.1125,-169.8608,39.7949,67.8101
-0.2522,-0.6057,-0.7585,-110.7178,-304.5044,-186.8286
1.1418,-1.439,1.2218,107.666,-347.229,-62.0117
0.7659,-1.1896,1.436,132.7515,-113.8916,127.5635
0.5554,-0.7545,1.429,3.2349,68.4204,163.6353
0.5133,-0.3241,1.218,-37.7808,224.2432,176.0864
0.2225,0.0858,0.7074,-115.0513,298.584,132.6294
-0.0978,0.3922,-0.0094,-184.5093,101.5015,89.4775
-0.1963,-0.0714,-0.6008,-149.0479,-167.7856,-133.4229
0.629,-2.0341,0.6357,132.3242,-470.0928,-234.2529
0.9237,-1.4199,1.0031,124.7559,-122.5586,60.5469
0.9082,-1.0438,1.5929,62.9272,14.2212,180.542
0.7003,-0.3561,1.3712,22.4609,176.2085,175.0488
0.3792,0.0533,0.6958,-113.7085,264.5874,145.874
0.0929,0.2015,-0.1155,-130.6152,168.6401,86.4258
-0.0277,-0.1335,-0.627,-174.7437,-79.5898,-67.688
0.4493,-1.5068,0.1716,74.3408,-412.4146,-171.9971
1.0712,-1.4316,0.6819,69.1528,-202.0874,26.8555
0.9984,-0.8661,1.285,72.0215,-49.1333,140.8691
0.745,-0.3826,1.2729,7.1411,176.4526,139.8926
